Title,URL,Upload Date,Views
"Penetration Testing Bootcamp - Introduction","https://www.youtube.com/watch?v=qJ9ZmkMvkcA&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=1&pp=iAQB","N/A","N/A"
"Penetration Testing Bootcamp - Infosec Terminology","https://www.youtube.com/watch?v=OsxasFAKhmk&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=2&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"Penetration Testing Bootcamp - The CIA Triad","https://www.youtube.com/watch?v=wZq6ZbtmvCI&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=3&pp=iAQB","N/A","N/A"
"Penetration Testing Bootcamp - Penetration Testing Terminology","https://www.youtube.com/watch?v=0SczKzxkHj4&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=4&pp=iAQB","N/A","N/A"
"Penetration Testing Bootcamp - Penetration Testing Methodologies","https://www.youtube.com/watch?v=nyTlFA5Vanw&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=5&pp=iAQB","N/A","N/A"
"Penetration Testing Bootcamp - Setting Up A Pentesting Lab","https://www.youtube.com/watch?v=eHwRH549qUc&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=6&pp=iAQB","N/A","N/A"
"How To Setup Your Terminal For Penetration Testing","https://www.youtube.com/watch?v=v-PObOuJMsQ&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=7&pp=iAQB","N/A","N/A"
"How To Create Your Own Pentesting Distribution","https://www.youtube.com/watch?v=tue83dpSiHs&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=8&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"Anonymize Your Traffic With Proxychains & Tor","https://www.youtube.com/watch?v=NN9fQwiomAU&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=9&pp=iAQB","N/A","N/A"
"Penetration Testing Bootcamp - Information Gathering","https://www.youtube.com/watch?v=DVh3XufS0Ic&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=10&pp=iAQB","N/A","N/A"
"Penetration Testing Bootcamp - Passive Information Gathering Techniques & Tools","https://www.youtube.com/watch?v=oF3dJhnKSDc&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=11&pp=iAQB","N/A","N/A"
"Passive Reconnaissance - Whois Lookup Tutorial","https://www.youtube.com/watch?v=12MITs5KK40&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=12&pp=iAQB","N/A","N/A"
"Passive Reconnaissance - Email Harvesting With theHarvester","https://www.youtube.com/watch?v=VytCL2ujjcA&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=13&pp=iAQB","N/A","N/A"
"Passive Reconnaissance - OSINT With Maltego","https://www.youtube.com/watch?v=TYAycw0OpWE&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=14&pp=iAQB","N/A","N/A"
"Passive Recon With OSRFramework","https://www.youtube.com/watch?v=ER3kB-Dm0RA&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=15&pp=iAQB","N/A","N/A"
"Passive Recon - Subdomain Enumeration With Sublist3r","https://www.youtube.com/watch?v=DI8-tNq7hFc&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=16&pp=iAQB","N/A","N/A"
"Google Dorks For Penetration Testing","https://www.youtube.com/watch?v=cFOBUYaxdWI&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=17&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"DNS Enumeration And Zone Transfers","https://www.youtube.com/watch?v=EpfHhEGz35I&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=18&pp=iAQB","N/A","N/A"
"DNS Bruteforcing And Subdomain Enumeration With Fierce & Nmap","https://www.youtube.com/watch?v=qy54vtvWT0E&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=19&pp=iAQB","N/A","N/A"
"Network Scanning - TCP Flags & TCP 3-Way Handshake","https://www.youtube.com/watch?v=F_pAs9OSFFo&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=20&pp=iAQB","N/A","N/A"
"TCP-3 Way Handshake Explained","https://www.youtube.com/watch?v=fSFeIdMZ_3I&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=21&pp=iAQB","N/A","N/A"
"Managing DNS With resolvconf","https://www.youtube.com/watch?v=5vU9e7fHG0s&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=22&pp=iAQB0gcJCU0KAYcqIYzv","N/A","N/A"
"Nmap - Host Discovery With Ping Sweep","https://www.youtube.com/watch?v=LvCDaftsMwI&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=23&pp=iAQB","N/A","N/A"
"Nmap - OS And Service Version Scanning","https://www.youtube.com/watch?v=AKWUllE9MOg&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=24&pp=iAQB","N/A","N/A"
"Nmap - TCP Connect & Stealth (SYN) Scanning","https://www.youtube.com/watch?v=RczRjuojBHs&list=PLBf0hzazHTGOepimcP15eS6Y-aR4m6ql3&index=25&pp=iAQB","N/A","N/A"
